Stock A,Stock B,t-score,p-value,1% CV,5% CV,10% CV,Hurst Exponent,Half-life,Times Crossing the Mean,Dummy Same Label,Dummy Same Sector
PRU,UA,-4.014544634266857,0.006845703819642343,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.27489724852280484,-1700.8556877819758,17,0,0
UPS,PRU,-3.662048056614376,0.020487718748280433,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.26107162079671103,198.67006543405205,27,0,0
UHS,PRU,-3.5282347220799233,0.029973185881046163,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2316468146702824,280.8581481612445,20,0,0
WMB,PRU,-3.3737493030386205,0.045350922263192976,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2379909600160452,-3668.3584109679573,29,0,0
PTC,RMD,-3.71424321042522,0.017566934883298673,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.22511854140364546,145.7325007751531,42,0,0
QCOM,PEG,-3.762449820976472,0.015200109814740018,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2818068623339173,168.38246140795505,30,0,0
PEG,STE,-4.036857052182108,0.00635835720953731,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.21583983827001035,-544.2678747444307,15,0,0
SNPS,PEG,-3.6212523441937448,0.023056340068006158,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.23235691271498096,-696.9853360741466,33,0,0
WM,PEG,-3.963056356256408,0.008101478682491699,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.24038781062842324,-655.7202322085915,23,0,0
WMB,PEG,-3.6338922685985824,0.0222322158812373,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2404490138598275,-1131.5196022552504,32,0,0
PEG,YUM,-3.8428862403959165,0.011872123456013049,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.19681329736698105,-1003.2968583495483,21,0,0
QCOM,PSA,-3.4649902200002147,0.03562770378225975,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.24848615330143906,2130.756930288002,54,0,0
PSA,O,-3.5779522623759337,0.026082850789591425,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.22207449612903365,3415.4788661783423,58,0,1
PSA,SRE,-3.3836274139460896,0.04420178422349463,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.19377867494777606,817.0386653475382,34,0,0
PSA,SO,-4.0102538146095,0.006943205764986525,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.21125796498101654,4464.4565609548745,50,0,0
PSA,TSCO,-3.6120707563665895,0.02367142970438028,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2177939178092572,2264.1790608267274,35,0,0
PSA,ULTA,-3.514475399074254,0.031133570036981195,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.25689181714823056,9562.206504899732,23,0,0
UHS,PSA,-3.5521108132808124,0.02804710124412951,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.21437574454907812,1153.0202857371685,76,0,0
PSA,WRK,-3.3901580970118683,0.04345542370371608,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.23062920881404705,11435.331353492194,36,0,0
QCOM,PHM,-3.4460299775431222,0.037489087838940914,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.27776734672109865,1532.0693101146662,25,0,0
TER,PHM,-3.628016919506116,0.02261206003123636,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2457487599268944,411.9702338446662,27,0,0
PHM,TRV,-3.4397909423669137,0.03811920427429613,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2285712790155001,-2117.48885299317,37,0,0
UPS,PHM,-3.3921499727260334,0.04322987929604697,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2803067408156327,2534.713155260841,50,0,0
WMB,PHM,-3.5555819245114755,0.027776102509056374,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2513310159661351,238.6126836072545,27,0,0
QRVO,PVH,-3.4272017173018234,0.03941776882000805,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.244142738902398,1049.9952926147898,40,0,0
UPS,PVH,-4.3372609221063465,0.0022383394799187013,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2484112594534861,256.30117456109747,28,0,0
PVH,WYNN,-3.493911878014062,0.03293891652120571,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.17530634555077707,29.653990759049396,43,0,1
QCOM,QRVO,-3.4892723261257745,0.033358295605935416,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.26246100111146986,183.1889459846734,14,0,1
QRVO,DGX,-3.757480444287036,0.015430380013168874,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.22946875267445274,335.57187316526,63,0,0
QRVO,RJF,-4.129695583084473,0.0046502966210851225,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.23466158346096674,244.00655617520908,64,0,0
QRVO,REG,-3.367547572316857,0.04608496088960961,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2122021010463674,135.1177454831456,28,0,0
QRVO,RF,-3.510968531785161,0.031435360982505135,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2187318959970476,2683.8658803575304,30,0,0
QRVO,ROK,-3.3532948192227345,0.047809259331260665,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2552736800375367,-2989.3580540641497,19,0,0
QRVO,LUV,-3.7200944857287235,0.0172634039588144,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.262920291925724,187.3610725433163,60,0,0
QRVO,TPR,-3.3489584030829675,0.048344330265726765,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2235638317883719,964.547208971829,35,0,0
QRVO,TXT,-3.5755009846427184,0.026263958735645174,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2373270201031801,196.56548796717155,54,0,0
QRVO,UAA,-3.40446253617554,0.041857231551973566,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.23098684882608886,3518.4303863008813,16,0,0
UPS,QRVO,-3.857239836682415,0.011351626739510724,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2671490831627972,387.630565831882,42,0,0
QRVO,URI,-3.3560501317633684,0.04747182861150715,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.27961681015267714,2115.585568499755,21,0,0
QRVO,VLO,-3.4431751463704514,0.037776318589717424,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2555169871982175,81.18735556320357,21,0,0
QRVO,WFC,-3.5484495867006176,0.02833539253614877,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.23963014121717266,382.63908075494385,32,0,0
QRVO,WYNN,-3.7134056869330387,0.017610761043165894,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2161513046336896,811.4137023080078,17,0,0
QRVO,ZION,-3.3726953031966804,0.04547498575844969,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2286306330060537,419.29189144136774,48,0,0
PWR,SYF,-3.3662798005539347,0.0462362197528488,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2237287901319303,126.45551631340506,34,0,0
PWR,UAA,-3.808427525847153,0.013209199389828641,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.25014985387215066,482.7644002563005,17,0,0
PWR,UA,-4.031294074198485,0.006476831929161152,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2583945851375195,882.0758316824347,19,0,0
WMB,PWR,-3.5812331517298395,0.025842129151333014,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2364367996802717,1598.6223000374598,37,0,0
QCOM,DGX,-3.4698200511959936,0.035166204022410844,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2551685554717253,1010.4582085144364,22,0,0
QCOM,RL,-3.858370492115194,0.01131150267599534,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2703596103417646,792.873304868016,22,0,0
QCOM,RTX,-4.0026024073830975,0.007120189307079717,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.27286914352924363,299.68649250394725,27,0,0
QCOM,O,-3.7185185963306377,0.017344696531205264,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.29819541939628313,87.00203967581021,26,0,0
QCOM,REG,-3.4461902997806364,0.03747301207977195,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2768506726796744,54.05916955112447,27,0,0
QCOM,REGN,-3.691687953554368,0.01878112840120589,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.246487587198186,1194.4317219052714,37,0,0
QCOM,RSG,-3.5757354111636768,0.02624659198273158,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2904051510845885,186.52182617062985,27,0,0
QCOM,RHI,-3.6009690695024834,0.0244340364176034,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.29933395994154577,108.31923054720028,24,0,0
QCOM,ROL,-3.707096088912168,0.01794402007781507,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.3019495386024459,3052.7056196267354,25,0,0
QCOM,ROST,-3.9727836786761914,0.007849431913119858,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2646251366818682,696.4536456664601,19,0,0
QCOM,SBAC,-3.5717298237192634,0.026544693142739745,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2520332462706158,-680.7250370224398,17,0,0
QCOM,STX,-3.493904861738992,0.03293954734624633,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2957422422955543,291.7436501549737,22,0,1
QCOM,SEE,-3.3411453335236656,0.04932085229829357,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2961362633597174,612.2947252150452,19,0,0
QCOM,SRE,-3.663283272057457,0.02041399117805386,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.25989690003423765,12110.914331742457,33,0,0
QCOM,SBNY,-3.7977259253509232,0.013650760468303031,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.26518101441737946,709.1504832928482,33,0,0
QCOM,SPG,-3.7082247291577337,0.01788400559862187,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2695998850978761,1232.4801859451172,29,0,0
QCOM,SWKS,-3.3856875506479316,0.0439651993208797,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2745901211878277,542.5693889964244,12,0,1
QCOM,SNA,-3.741199209293097,0.016206471202679474,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.24790649736767065,1506.2658773343287,41,0,0
QCOM,SEDG,-3.855658025758514,0.011407973780241314,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.27656891651539045,299.0925358795217,21,0,1
QCOM,SO,-3.644980733923104,0.021530387675331747,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2883036000599124,270.0987050072852,23,0,0
QCOM,SBUX,-3.8207047411570976,0.012718245559689879,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2877134123371649,64.21245463610882,14,0,0
QCOM,SYK,-3.906727347483685,0.009709407827290795,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.25541668893416564,-1275.520490900098,15,0,0
QCOM,SYF,-3.5078335235705835,0.0317072534570032,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.27336578874032885,1918.1739773978286,35,0,0
QCOM,SYY,-3.8557514333163456,0.0114046395259347,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.26476872870491025,52.82246260713777,29,0,0
QCOM,TROW,-3.5747840596229628,0.026317131154795503,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2720661981752566,1597.2958108950754,13,0,0
QCOM,TPR,-3.345567560536748,0.04876616046125937,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2890859537014996,81526.01976899452,19,0,0
QCOM,TGT,-4.766373549882532,0.00043239046519072367,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2707865144330244,83.5567576938342,41,0,0
QCOM,TSLA,-3.359972002913899,0.04699493068369152,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2759625941572373,107.04124619078827,28,0,0
QCOM,TXN,-3.859982455380716,0.011254516580036431,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2629719168643225,4227.794114712965,25,0,1
QCOM,TXT,-3.37621586988477,0.04506168601604412,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2942747843027181,120.42943021608629,26,0,0
QCOM,TJX,-3.88206388047704,0.010499238310996068,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2797149761663787,268.790211373905,33,0,0
QCOM,TSCO,-3.965832629398404,0.008028809747104595,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2656044131175411,222.0382610902781,34,0,0
QCOM,TT,-3.509662951680536,0.03154834924764905,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2739564288561607,431.4192839095257,19,0,0
QCOM,TRV,-3.6434640208718094,0.021625236350211137,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.260380286161642,-3769.021696675688,29,0,0
QCOM,TFC,-3.4030323327137566,0.042014785626071034,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2859257805062436,280.1315518326231,22,0,0
QCOM,TWTR,-4.208333242456048,0.0035431632699019187,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2785132029361841,604.1144512178947,23,0,0
QCOM,TYL,-3.539742200274993,0.029031228781294043,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2373440225179128,-2245.7759135234487,23,0,1
QCOM,TSN,-3.517592613630455,0.030867384678063724,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2730954003104322,79.7966773151004,22,0,0
QCOM,UDR,-3.604585797549831,0.02418329796504141,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2869765136623404,685.5267441661099,17,0,0
QCOM,ULTA,-3.719941662700714,0.017271272717967332,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2728999268829604,-1206.418626025764,37,0,0
QCOM,UAL,-3.754670871323144,0.015561924057325425,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2745482092678119,317.9605755041335,42,0,0
QCOM,UNH,-3.9028813903194015,0.009828964134058687,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2349966726530747,-1189.9269264625227,17,0,0
QCOM,UPS,-3.671703233275676,0.01991754302509338,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.3089569147975583,850.1690764794441,38,0,0
QCOM,UHS,-3.4314977625939704,0.038970530260162416,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.27494764549474315,669.281416383394,33,0,0
QCOM,VLO,-3.4611027837692947,0.03600285816890006,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2833915004106241,311.9715544521768,12,0,0
QCOM,VTR,-3.554848606114291,0.027833166984962385,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.28663601671436273,74.5084368510869,17,0,0
QCOM,VZ,-4.203472828355657,0.003603870290989287,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.29318450212113056,161.21866509177764,17,0,0
QCOM,VRTX,-3.850705173882016,0.011586017055895077,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2493163551071373,-2910.661670077315,15,0,0
QCOM,VFC,-3.6689112042767817,0.020080985518933232,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2660549182060695,156.86423824230297,19,0,0
QCOM,VIAC,-3.658507058544778,0.020700359072820487,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2892017192969075,126.23314129415722,31,0,0
QCOM,VTRS,-3.448575172949726,0.03723456084433615,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2852450717656104,-440.72018592858785,25,0,0
QCOM,VNO,-3.685507402556716,0.019126377837681757,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.28757426145995657,96.23979089617279,21,0,0
QCOM,WRB,-3.550306541630564,0.028188857373266124,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2838504960721093,153.81520597090858,15,0,0
QCOM,WAB,-3.337155671121516,0.04982573557931605,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.27992783647262104,298.7215240646485,31,0,0
QCOM,WMT,-3.81869415947675,0.01279752194960154,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2640549410968259,1120.5422617151094,21,0,0
QCOM,WBA,-3.4243364801117635,0.039718438108905234,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2983047287382092,203.49080975886338,21,0,0
QCOM,DIS,-3.5350654110970394,0.029410957461182313,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.22385183898300906,-4541.238183920715,39,0,0
QCOM,WM,-3.7272585156512736,0.016898041410194815,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.282473413359606,-1475.6542142091391,29,0,0
QCOM,WAT,-3.5450174854914427,0.028607940760080275,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.28323555699603986,-3454.1989891742987,15,0,0
QCOM,WEC,-4.01302247303913,0.006880149963152889,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2843439567261272,71.16748600654999,31,0,0
QCOM,WFC,-3.4121275545955534,0.04102121614909585,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.29196319799610865,213.75789298607117,21,0,0
QCOM,WY,-3.380122692815555,0.04460669450970939,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.28854631694135885,-1335.432520789825,19,0,0
QCOM,WHR,-4.032836546653669,0.006443783314946915,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.24907087595463534,751.7852774983246,29,0,0
WMB,QCOM,-3.8022812109302624,0.013461232138818549,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2876535069791674,23522.613709576544,21,0,0
QCOM,WLTW,-3.869450770301664,0.010924925211713545,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2681091986075364,-1804.326896350634,15,0,0
QCOM,WYNN,-3.602237750810397,0.024345827861162347,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2241493189512252,1068.1990305022614,12,0,0
QCOM,XEL,-3.8894756276475664,0.010256058330334213,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2871573045339105,178.76889632585002,30,0,0
QCOM,XLNX,-3.9431350505803917,0.008640507404278373,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.30468294444590416,781.6250683393257,15,0,1
QCOM,XYL,-3.5380655263338237,0.02916688070716928,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2767021413501112,145.74516905296517,17,0,0
QCOM,YUM,-3.5938191369126007,0.02493632593600554,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2811274657515267,4240.578333611585,31,0,0
QCOM,ZBH,-3.3436551352480577,0.04900540677893511,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2826132577871192,784.7248047713271,27,0,0
QCOM,ZION,-3.344529939167889,0.04889584816654211,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2846856712513237,277.5275433709848,20,0,0
QCOM,ZTS,-4.015302079903397,0.006828621143073608,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2658216401308592,-11912.962119275207,17,0,0
UPS,DGX,-3.801976600156456,0.01347383281265945,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2809291677941262,101.86896366509556,33,0,0
RL,TGT,-4.192895055901683,0.003739297738239725,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.218919086847546,576.4223822867556,32,0,1
RL,TWTR,-3.340645251180784,0.04938390475922997,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2617941291670843,1912.1488767759977,44,0,0
UPS,RL,-3.687789399223978,0.018998264442863042,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2391739312638057,117.01236493888422,17,0,0
RJF,TEL,-3.544635186253696,0.028638438021999932,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.22241235771538265,54473.12011264729,19,0,0
TFC,RJF,-3.934017193305872,0.008897792053813976,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.27100964174931536,559.3663664322277,29,0,1
UPS,RJF,-3.376812941186968,0.04499190237878425,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.28203063180440524,1065.3419808841156,37,0,0
WMB,RJF,-3.394385956038904,0.04297785570156573,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.25023061908850264,-2434.457312052474,29,0,0
RJF,ZION,-4.945039291844312,0.0002075091037950376,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.24809179670382864,490.74798237239196,59,0,1
RTX,SYK,-3.3751285128301336,0.04518900324718053,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.19377332224894775,-1139.3550642608975,19,0,0
RTX,TRV,-3.4561580327787937,0.036484855829320366,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.21714360775362565,-3397.137752054913,57,0,0
WMB,RTX,-3.480711551138004,0.034144002428018086,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.24707486457712674,-1798.8869052983298,27,0,0
UPS,O,-3.344968381431055,0.048841014567253135,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2746056750316886,1402.3319854529855,16,0,0
UHS,O,-3.9349453781855104,0.00887129017193465,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.22312925129795227,927.0706172629648,51,0,0
WRK,O,-3.8590832793971694,0.011286272624052195,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2597495216744782,-3919.3910982328716,16,0,0
WMB,O,-3.699858865471608,0.018333057317313915,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2444135159318624,-2932.1400161316888,14,0,0
UPS,REG,-3.3887421448385946,0.0436163496977342,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2626389954817497,2203.8413879189566,32,0,0
WMB,REG,-3.6474689862708503,0.021375565077224462,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.22018797412948501,1135.7409639146001,34,0,0
WMB,REGN,-3.7080168851800415,0.01789504431103379,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.23711502500856604,1446.7464194738236,37,0,0
UPS,RF,-4.365333634621643,0.002020900310304961,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2847032725678529,7407.574421631346,34,0,0
RSG,TT,-4.198595996246116,0.003665739719689517,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.21334984579419772,41.71050827488537,63,0,1
RMD,CRM,-3.7331548840841817,0.016602435788086633,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2216849589328136,589.0322561940861,14,0,0
RMD,SYY,-3.658168452276661,0.020720792869607325,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.21818765960001055,5004.186212474886,15,0,0
TWTR,RMD,-3.677150552709182,0.019601995590734087,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2223431846459345,-1939.456470483908,29,0,0
UNH,RMD,-3.8372679048524483,0.012081567196027465,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.21911938051248547,-2110.852429536875,15,0,1
RMD,VFC,-3.6768170385926666,0.01962118912346521,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2421813847663046,733.0445139971823,35,0,0
RMD,V,-3.5614097521783785,0.027326152537053908,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.21423278010538527,-4967.556103533461,31,0,0
RMD,ZTS,-3.717157518260325,0.017415177784277574,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.22302130543467055,121.4740418754685,74,0,1
UPS,RHI,-3.394774444864399,0.04293419308833486,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2668649962542747,1160.7646721998856,19,0,1
WMB,RHI,-3.510396169858494,0.03148485222378315,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2430457202009975,60463.66671744747,13,0,0
ROK,RCL,-3.969555761240356,0.00793227753048617,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2266948728902765,789.9536813489433,52,0,0
ROK,UAA,-3.6882564629819705,0.018972135587272336,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.26453788787237403,-2040.479748129916,13,0,0
ROK,UA,-3.5666814754985463,0.026924535148159057,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2643912153894916,-2002.498182184248,13,0,0
UPS,ROK,-3.6673624346694202,0.020172151473696717,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2332021875583044,-4739.1281622785855,17,0,1
WMB,ROK,-3.44896522588812,0.037195683168598136,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.251321790033988,-2916.0505604002165,21,0,0
VNO,ROL,-3.4106602322348523,0.0411801668707562,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2485158364294152,1263.0334665354608,15,0,0
ROST,SYY,-3.797706557227478,0.013651571317087037,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2309992627826105,969.2945383995667,37,0,0
UHS,ROST,-3.3590723686753905,0.04710397424566265,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2450361337713036,296.86267245093535,19,0,0
TER,RCL,-3.4747559150447493,0.034699798652602414,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2207212376960289,-3293.259152706821,29,0,0
TRMB,RCL,-4.594941755169646,0.0008514123653692973,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2036979708737217,-1789.1447514748215,21,0,0
USB,RCL,-3.3958076222567195,0.04281825306504426,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.20340858161440564,-1502.3189869544904,27,0,0
UAA,RCL,-3.3417194257867022,0.049248550126709915,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.24520845037795885,-1129.1873884731453,13,0,1
UA,RCL,-3.597206361061583,0.024697271857622532,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2441036493587036,-1106.7754867424987,13,0,1
UPS,RCL,-3.36088027922018,0.046885051468083486,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.257667019383528,165.7748672262966,19,0,0
WMB,RCL,-3.3483355452306487,0.04842158902772078,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2250112914972032,-1481.16150664396,17,0,0
SYK,SPGI,-3.616878935057917,0.02334757632148491,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2321105675597725,165.80985083162182,45,0,0
TFX,SPGI,-3.5610706921207864,0.0273521581421308,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2387252123297119,1227.2957271072412,37,0,0
UNP,CRM,-4.169327731225897,0.0040579560310931954,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.20131824779046475,32.72373753521821,41,0,0
ZBRA,CRM,-3.6622614157457685,0.020474967238065685,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2763864046472609,96.20202053731266,35,0,1
TFX,SBAC,-4.1765569818040875,0.0039576603631130925,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.21869069616554274,1532.4289268708985,31,0,0
WAT,SBAC,-3.390012044310351,0.04347200002367112,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.21695562565409174,201.007225758842,70,0,0
WLTW,SBAC,-4.936829069925135,0.0002147599512879768,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2039719707218592,70.09611630290256,17,0,0
SRE,SLB,-3.893113471849688,0.010138551119563369,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.25648289981403705,-346.94166736205915,23,0,0
UDR,SLB,-4.382497870172438,0.0018977722165007078,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.2757840077487169,507.79059928072036,13,0,0
UHS,SLB,-3.3455680308740967,0.04876610174023669,-3.9110240391475353,-3.3442455823231008,-3.050079718073018,0.24296835885404755,-5152.534046633259,12,0,0
