Asset A,Asset B,Normal SDD,SDD,Dummy Same Sector
MMM,AOS,inf,15.065053033434035,1
MMM,ABT,1119.0030608793033,1.6742397607177388,0
MMM,ABBV,60818.64665927501,1.8018754930741696,0
MMM,ABMD,294306.5597136595,77.73509151515783,0
MMM,ACN,inf,11.545237490130459,0
MMM,ATVI,1678.9117778272184,3.3082522170105637,0
MMM,ADM,7575.042811740463,11.164604869446244,0
MMM,ADBE,314783.8024126183,11.487085515003344,0
MMM,ADP,640.2006664224075,1.4765153130370765,0
MMM,AAP,inf,11.45947160886237,0
MMM,AES,6649.191380146037,72.94926254820378,0
MMM,AFL,752.1011839893908,2.1398804287801285,0
MMM,A,277113.2295784148,20.032004757164607,0
MMM,AIG,inf,58.27819840530432,0
MMM,APD,67430.30420886262,5.443296199649441,0
MMM,AKAM,3409.3552064727696,9.8804309157827,0
MMM,ALK,14926.124427975714,100.73057795823095,1
MMM,ALB,177524.0195589386,214.44834782685376,0
MMM,ARE,1502.0405201252358,3.2250341022883218,0
MMM,ALGN,7346039.533038252,334.64667101172205,0
MMM,ALLE,92390870.65145068,0.5780557388222843,1
MMM,LNT,3193.5709436647358,8.755008195078899,0
MMM,ALL,3201.0069295367603,8.933881730911075,0
MMM,GOOGL,66517.88490878428,12.195397796514596,0
MMM,GOOG,48241.811114564334,12.246062229254887,0
MMM,MO,948.5071122084832,1.6973129522923946,0
MMM,AMZN,10573.037937485718,6.297871945879226,0
MMM,AMCR,54303.84690826181,5.8288830693332,0
MMM,AMD,977.1130283562411,21.59921594554931,0
MMM,AEE,3268.7883104829966,9.06042536969729,0
MMM,AAL,1117.6981442451888,48.48793989798007,1
MMM,AEP,3721.8401366058706,11.812912299851023,0
MMM,AXP,4425.739639731017,13.846048497630512,0
MMM,AMT,3987.8039955442373,17.140973333467464,0
MMM,AWK,1307.229061042986,2.2665622933550655,0
MMM,AMP,4975160.274953654,84.05748701162395,0
MMM,ABC,3138.9782801317215,0.6891854488604279,0
MMM,AME,6465303.1330228895,17.50353680654752,1
MMM,AMGN,2493.0037436385164,6.910499905193848,0
MMM,APH,2258.3812668775167,25.625247114076778,0
