Asset A,Asset B,t-score,p-value,1% CV,5% CV,10% CV,Hurst Exponent,Half-life,Times Crossing the Mean,Dummy Same Label,Dummy Same Sector
NFLX,DE,-3.8853461978220745,0.01039091731498237,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.181744811562944,209.84874326255832,19,0,0
NXPI,DE,-4.04271311834348,0.006235763646382626,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.21337239988642717,-173.47920031604158,17,0,0
URI,DE,-3.602251531919994,0.024344871201703124,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1926568241381374,149.6482610473773,16,0,1
V,DE,-4.257390921888929,0.002980875287608134,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.17808956891515607,-142.05724102531667,13,0,0
DOW,DAL,-4.211957021111159,0.00349851395140717,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.15913912912084338,956.3143693926769,33,0,0
ECL,DAL,-4.2319699435331,0.003261095758865609,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1704396551777568,-1591.5998515671297,31,0,0
FLT,DAL,-4.183836240449546,0.0038589681461300685,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1301402529294672,-1088.8051946496516,27,0,0
DAL,FCX,-3.437168312035648,0.038386722272544256,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19879051746443785,167.62324251130812,25,0,0
GPN,DAL,-3.6002765580085216,0.02448230137307866,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18683606024552385,-725.0191565027375,27,0,0
HAS,DAL,-3.5548547826339396,0.027832685929114066,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.17551142651588472,1182.099451150593,22,0,0
DAL,IVZ,-3.7376517228184976,0.016380054234986993,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.21369015881068945,2468.586431967941,22,0,0
DAL,IQV,-3.50624776888275,0.031845542120672525,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2241279076636904,-277.94340198347106,19,0,0
LW,DAL,-4.394617159086495,0.0018150656067326774,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14595738376824685,1146.3518333736558,45,0,0
LVS,DAL,-4.34959664193162,0.002140254592046556,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.22734370553055264,240.25422200564108,19,0,0
LYB,DAL,-4.447174706726589,0.001493664675836889,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.17421589983772118,-352.9799054727311,13,0,0
MOH,DAL,-3.500297505811146,0.03236902424728706,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18227369404686738,-523.4499986489114,21,0,0
NFLX,DAL,-3.4184371991385776,0.0403435416552023,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1607632316146697,-14645.050805402334,36,0,0
NWL,DAL,-3.663910502133804,0.02037664149765244,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.23368320786195573,12150.568476893723,15,0,0
NDSN,DAL,-3.34410446392884,0.04894910855279047,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.21839095416271584,-1004.927245401737,29,0,1
NCLH,DAL,-4.253033195757914,0.003027280503513749,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1444189754203707,2988.320671325261,19,0,0
DGX,DAL,-4.056720077746539,0.005951175351687575,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2423287399016458,11966.80642395489,31,0,0
ROK,DAL,-3.9670795308482583,0.007996363380610817,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19724522358138444,-550.4351266182256,17,0,1
RCL,DAL,-3.7664818471260793,0.015015504456489694,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.23049246330131648,-1447.0853570317354,15,0,0
DAL,SYF,-3.4604634923526167,0.036064870369765765,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2216410627009527,70.351640483276,29,0,0
SYY,DAL,-3.7594726937816842,0.015337697167925034,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.12945462345111922,-2638.9871477042548,23,0,0
TWTR,DAL,-3.6165964352762803,0.02336649755387137,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2370497269890255,146.24713336509873,15,0,0
DAL,UAA,-3.7587575369679485,0.015370910925902833,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20083135224817214,-1492.7533057158948,15,0,0
VTR,DAL,-4.166368467494188,0.004099678257237659,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14165571234160187,145.99889277221615,36,0,0
V,DAL,-4.043272829564475,0.006224159221162194,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1837846119417218,-899.710899643425,51,0,0
WELL,DAL,-4.147277212756528,0.004378408190279955,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14623457297127046,3769.543324767738,31,0,0
DAL,ZBH,-3.4238798226123084,0.0397665353746114,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.21765647786760398,-494.2390370135591,19,0,0
DLTR,XRAY,-3.391186983566158,0.0433387986962243,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19801103584044472,212135.71429057972,19,0,0
DXC,XRAY,-3.974527299223151,0.007805006080397866,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.15907980933270194,-1175.4717786314293,31,0,0
ECL,XRAY,-4.410319814520396,0.0017128778494956028,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.17725628364946164,-1927.4100395739288,39,0,0
XRAY,FITB,-3.9899898032798866,0.007420834973561312,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.17177798777242362,12036.991536698391,43,0,0
FISV,XRAY,-3.8339716325970032,0.012205969770001417,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19006399633380935,3265.0203789016973,35,0,0
FLT,XRAY,-4.4827076402308075,0.0013072997697024817,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.14775362612589227,-1197.1930611127764,23,0,0
BEN,XRAY,-4.469603697486887,0.0013733485886178861,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.184853392654976,-508.419295455214,13,0,0
XRAY,GE,-3.708954363229691,0.017845301480010678,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.16341281044979225,-446.67063423715933,19,0,0
GPN,XRAY,-4.439826910860334,0.0015351677440113515,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1999592020893158,-762.9264812164437,17,0,0
XRAY,GM,-3.5781387106977527,0.02606911944624469,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1846204551120052,89.9173627961336,13,0,0
XRAY,HIG,-3.9079306715870614,0.009672269170679237,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1806064736892554,23.51439718654382,32,0,0
HST,XRAY,-4.3794544346115565,0.001919084000217262,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.16332372634539544,-380.67239335198656,13,0,0
XRAY,HPQ,-4.1325694463881915,0.004604826513837394,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18380857139362472,-3841.8381379531884,17,0,0
XRAY,IPG,-4.304730484285081,0.00251728517606411,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1644125561796892,-716.5087768929708,27,0,0
XRAY,IVZ,-3.6269391738099195,0.022682343384078006,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1841707810336947,-1262.8016030865958,33,0,0
XRAY,KEY,-3.6341108007462903,0.022218194960867913,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18140771240849798,-472.48684129722994,21,0,0
KIM,XRAY,-3.4675724352251414,0.03538033631320423,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.17809919334604626,-550.9331827919137,13,0,0
XRAY,LH,-3.6922686839933117,0.018748969870656777,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2147238370570861,-362.8470183684333,17,0,1
LW,XRAY,-3.625612994306703,0.022769087384312495,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.17837058110015866,208.58530332881395,34,0,0
LVS,XRAY,-3.711289480511593,0.017721925334151373,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.24059283126998462,15.854953669772996,16,0,0
XRAY,LNC,-3.3455563297766773,0.04876756262475528,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.21893534573287265,34.155084293265546,15,0,0
XRAY,L,-4.269598624103062,0.0028543400649234446,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18733662484473018,198.352234624374,27,0,0
XRAY,MET,-3.4885825011430907,0.03342103511281881,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.22663466079499894,44.81717022993509,25,0,0
XRAY,MGM,-3.6106150293926924,0.023770241931052864,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.22944827858309153,514.3479156305183,30,0,0
XRAY,MAA,-4.140803083992182,0.004476791116344103,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1794216432022846,-831.6696992758692,25,0,0
MOH,XRAY,-4.309837210415153,0.0024714700859258367,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1629936917582613,-517.6229459362332,13,0,1
NFLX,XRAY,-3.6009523037383846,0.024435203946387624,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.16244403510375102,-428295.3710966326,38,0,0
XRAY,NWSA,-3.479295570101972,0.0342754585653455,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18808554439433103,-1635.944639623699,21,0,0
XRAY,NLSN,-3.343403630362463,0.049036942139252,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.16677826802965007,-653.7004186814739,21,0,0
NDSN,XRAY,-3.469877314188521,0.03516076285627854,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19893347692080615,-1102.2251258699728,25,0,0
NTRS,XRAY,-5.683815124095071,7.561009844531532e-06,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18949204224455782,8253.177468833244,27,0,0
NCLH,XRAY,-4.130461127518481,0.004638144369691029,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18070689960867942,-4113.984254727417,35,0,0
XRAY,OMC,-3.346459375931784,0.04865492312684075,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.21479431388590703,134.34859650674346,26,0,0
PFG,XRAY,-4.242378664745082,0.003143553298724174,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1947325983758608,13.40866153138374,36,0,0
XRAY,PRU,-3.8661618740703143,0.011038423273697183,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1786872384339169,-582.1986761359227,15,0,0
RTX,XRAY,-3.9017003363400136,0.009865941994118516,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.22891709858736126,132.3684229367963,27,0,0
XRAY,RHI,-4.406807613817808,0.001735258872543089,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2534499433034397,5391.217404341722,15,0,0
ROP,XRAY,-3.394494987309428,0.042965597846917135,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.24337708007965275,-869.2425109168128,27,0,0
ROST,XRAY,-3.401565904037344,0.04217684364895887,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19655810598096432,-1270.8659005055015,13,0,0
XRAY,STX,-3.957086017748587,0.008259760022513942,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.23382739723868484,136.7652224782465,12,0,0
SWKS,XRAY,-3.435271879093319,0.03858114588369699,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2133816774836747,-399.61002345709574,19,0,0
SJM,XRAY,-3.5854645432863106,0.025534491191189966,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1581050318561584,455.3633207429074,27,0,0
XRAY,LUV,-3.481367701174686,0.034083231882704276,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.21216731056401109,53.77005376257822,19,0,0
XRAY,STT,-3.656892853763845,0.020797928677568904,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18567414054738024,206.7530075613621,54,0,0
TROW,XRAY,-3.8284175353811607,0.012418158236809727,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20943565488794377,-404.46893029344255,15,0,0
XRAY,TPR,-3.8811770334598417,0.010528677905297538,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19933940944895712,349.85533743836584,15,0,0
TFX,XRAY,-3.484576735337744,0.03378733811715837,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20577189287894176,-819.1295960214169,19,0,1
XRAY,TXT,-3.3941072889991326,0.04300919811248533,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20739826849533285,64.95435389134154,23,0,0
XRAY,TFC,-3.497125848058395,0.03265102745241066,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.22888521571680556,41.85789863555928,44,0,0
TWTR,XRAY,-3.8837570719023025,0.010443235442527074,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2646192595336666,22.17005381764496,13,0,0
XRAY,USB,-5.362456910218419,3.363382998685759e-05,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18393544277082083,87.16388922866312,55,0,0
UAL,XRAY,-3.4214666023754985,0.04002151744438839,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20710194110472188,59.09508377665027,28,0,0
UNH,XRAY,-3.6714922822126277,0.01992985129285232,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.16156212161687494,-545.386608267661,13,0,1
V,XRAY,-3.992735389308626,0.007354430561329209,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20415782069690974,-953.7929083666202,35,0,0
XRAY,WAT,-3.373872651078193,0.045336421658977284,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.25836522231155634,-377.26491107048236,15,0,1
WELL,XRAY,-3.7167971510355637,0.01743388078704179,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19289653413720936,72.15121534147283,34,0,0
WTW,XRAY,-4.327356989339852,0.002320080345600854,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.23239753263250165,-2396.958050451257,31,0,0
WYNN,XRAY,-3.7080390387687596,0.017893867437451177,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2482233996910394,-51032.07033547584,13,0,0
ZION,XRAY,-3.3415467507679195,0.049270287930162464,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1904271744401845,132.4143001402604,38,0,0
ECL,DVN,-4.210617235028284,0.003514961228585718,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.17456446114664076,-1138.7490970305419,37,0,0
DVN,EQR,-3.552866289200206,0.02798792731531398,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2082058656662959,1128.4458142198673,24,0,0
FRT,DVN,-3.67690448593431,0.019616154998896705,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18783123325712553,-613.4151345775733,13,0,0
FISV,DVN,-3.552117829553353,0.02804655119035625,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1653871059346081,-1100.0935412712595,23,0,0
FLT,DVN,-4.639656231100521,0.0007153447700555671,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.13477824640121028,-919.2690868275452,19,0,0
GPN,DVN,-3.85128240409477,0.011565140498867503,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.17781019768412368,-639.3386556543834,17,0,0
HST,DVN,-3.578222507207499,0.02606295011606821,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19167781066183529,61.707468172416114,13,0,0
JNJ,DVN,-3.8038663022483425,0.013395830682514478,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19799583720482145,14631.149907528736,32,0,0
MPC,DVN,-3.6857364883290584,0.01911348279964123,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.21842289259711023,-425.99960068723743,35,0,1
MRK,DVN,-3.457008966150009,0.03640152451290382,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.21392031307938084,727.1676889963776,19,0,0
NFLX,DVN,-3.382202098030622,0.04436608502910564,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1589744565693915,-4419.641494526447,37,0,0
NCLH,DVN,-3.4161479502113368,0.040588323290221356,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.16747995663730808,80.83820473372883,33,0,0
ROP,DVN,-3.4335246974057543,0.03876099891449626,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2421129489593531,-786.3185074841288,23,0,0
SLB,DVN,-3.531765344388577,0.029681449034404627,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1672923724800709,240.55478283652016,22,0,1
UDR,DVN,-3.3882113825158777,0.04367679956184298,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18627274396583055,846.8122764445764,26,0,0
VRSN,DVN,-3.7116044134233594,0.017705343101797163,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.18170450773437777,1453.694408525013,20,0,0
V,DVN,-3.464658891007997,0.035659549364857476,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.17873827296888767,-758.2457991475156,21,0,0
WBA,DVN,-3.4791199621970876,0.03429179136462293,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2042993370578645,817.9370152296628,18,0,0
WMB,DVN,-3.6792379868526703,0.019482236388609298,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2508306503956441,165.56468510803455,13,0,1
WTW,DVN,-4.69740798068532,0.0005697137549352227,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.21865100473184307,-1213.3989858794619,29,0,0
DXCM,DLR,-3.6796133675873652,0.019460768042271964,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1896404563979012,-1510.41505678373,25,0,0
DXCM,DFS,-3.353248445236932,0.047814955448890945,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2089052103968602,2579.843404415432,12,0,0
DXCM,DUK,-3.4600303755382016,0.03610693448477605,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2056912369550265,-2016.768528655602,17,0,0
DXCM,EMN,-3.364842961256371,0.046408146909139136,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20687546422455666,3200.643213905663,15,0,0
DXCM,EXC,-3.4887010089352137,0.033410249735219714,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20257207023634005,-1498.5431027684263,15,0,0
FMC,DXCM,-3.3576389657785417,0.04727814736443896,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.21103461636291845,-4548.931243649525,19,0,0
DXCM,GILD,-3.4340323103192865,0.03870867342840672,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19859042444239475,-970.6156491181251,13,0,1
DXCM,GL,-3.506561575806053,0.031818135403471864,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2112346533682341,-4532.394957468745,15,0,0
DXCM,GPN,-3.3859742915177153,0.04393235376737192,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2306573258715132,821.1413091504209,15,0,0
DXCM,HAS,-3.3795608699891653,0.04467188904083944,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20875195542221306,-3085.1400277510543,19,0,0
DXCM,INCY,-3.516621207170985,0.03095012648378453,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19711131896203946,-876.0116997740159,15,0,1
DXCM,IR,-3.3845615073673945,0.044094382712444494,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20712725407083216,-2571.3953836990545,15,0,0
DXCM,IP,-3.534050210410864,0.029493943860619144,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20535688716314468,-2909.2258237675587,15,0,0
DXCM,KMB,-3.4196610811503914,0.04021318350391926,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1908947952389901,-1060.554008499965,27,0,0
DXCM,LW,-3.408060913947925,0.04146300630370709,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20241239994853621,-2932.735576997895,17,0,0
DXCM,LVS,-3.6484224494946274,0.021316495881696568,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.21043012845535317,-2151.338420253194,13,0,0
DXCM,MCK,-3.403863047746766,0.04192321228783779,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.23268544274493286,1182.0004585094405,13,0,1
DXCM,NKE,-3.545889450041041,0.02853848518991322,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2134969011810408,50402.744779019245,25,0,0
NLOK,DXCM,-3.5303609503849787,0.029797203214321215,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19628329104526002,-1333.0139878113562,15,0,0
DXCM,NCLH,-3.3683324826920704,0.04599151818395411,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20401297786669453,-2052.2861772562756,17,0,0
DXCM,PKG,-3.645075152320681,0.02152449511237947,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.21354005370674703,2230.5655528950674,13,0,0
DXCM,PAYX,-3.65922599565058,0.020657031619399698,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2151637016247852,-4405.524950942776,15,0,0
DXCM,PEP,-3.361030911485733,0.0468668492061749,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20678087503389492,-2189.845882706997,15,0,0
PPL,DXCM,-3.6387740137482734,0.02192082646166491,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19930003496936258,-1400.265191947336,13,0,0
DXCM,QCOM,-3.494507131549412,0.032885435267098334,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.22960158492870394,2930.714362942034,19,0,0
DXCM,ROK,-3.422359584630745,0.03992700542358751,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.204447875672287,250.60131453507844,15,0,0
DXCM,ROST,-3.3980339339671115,0.042569309389688975,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.21522408846566074,10717.525417782243,15,0,0
DXCM,RCL,-3.390431308486647,0.04342442955883463,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.22183864415195143,7311.571239992985,17,0,0
DXCM,SO,-3.648652198770256,0.02130228360439908,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20641194005979832,-1583.7598804096592,15,0,0
DXCM,STE,-3.442774287158553,0.03781679761134647,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.22507750012709274,1046.6645249434691,14,0,1
DXCM,SYK,-3.425998988059273,0.03954374651145816,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.21702479670746425,442.52856718812956,18,0,1
DXCM,SYY,-3.36649187614222,0.04621088825146303,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20891440909389014,-4347.831637217222,19,0,0
DXCM,TMUS,-3.4101594369657575,0.04123453417985275,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.21843515913823508,-99845.98395015056,15,0,0
DXCM,UHS,-3.4712334327650156,0.03503211125070389,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2148636127628267,3819.296853807515,17,0,1
DXCM,VRTX,-3.366884432539757,0.04616402942974679,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20092468123717772,-765.6344822558475,23,0,1
DXCM,VFC,-3.6208539479892745,0.023082739554918904,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20772069175516972,-5604.686880236097,17,0,0
DXCM,WRK,-3.3643939325445813,0.04646198451798087,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2058325748037311,-2750.674385644503,15,0,0
ECL,FANG,-4.023802702945241,0.006639531897339307,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19698725002832548,16736.060490443397,18,0,0
FLT,FANG,-4.372323279020282,0.0019698924768950287,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.13585740962061477,-2297.0082783946586,25,0,0
FTNT,FANG,-3.9531225420896825,0.008366366732879056,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1746128318200556,-470.3405735308287,39,0,0
HES,FANG,-3.841382986337617,0.011927844071435842,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1928170613097404,56.71013882935686,15,0,1
ILMN,FANG,-3.462596875207967,0.03585827964351455,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.22227246979742374,-2509.7405689744282,23,0,0
ROP,FANG,-3.446389525362682,0.037453043499817706,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.24015165333536098,-1119.4776974436443,13,0,0
TFX,FANG,-3.3601727384860016,0.04697062827686738,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19390679017102197,-1098.626962046255,35,0,0
WBA,FANG,-4.280821577957732,0.002742396041274673,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.20359009395003436,82.68555730561327,13,0,0
FANG,WDC,-3.7334777164810955,0.01658638294623073,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.19049949090469961,11.707284272526719,15,0,0
DPZ,DLR,-3.435426364309613,0.03856527709404934,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.1747390712403753,5281.118725631399,33,0,0
ECL,DLR,-4.310885979594594,0.0024621568655363055,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2273693563887337,-3304.5289618253555,13,0,0
DLR,EQIX,-3.525630592283383,0.030189930237494406,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.23994677602662806,-13840.569534490152,12,0,1
FTV,DLR,-3.4475815082777057,0.03733375670398954,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.22425223702758826,420.8128148268969,18,0,0
NEM,DLR,-3.5986861316447354,0.02459345830654288,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.21786418953971584,991.695156841805,28,0,0
ROP,DLR,-3.766570500903927,0.015011467762026453,-3.940251928010124,-3.3603871872705398,-3.061256130387914,0.2268670927904509,-542.8911166789048,13,0,0
