Asset A,Asset B,Normal SDD,SDD,Dummy Same Sector
REGN,RHI,inf,89.7664050506798,0
REGN,ROK,inf,58.59631271723254,0
REGN,ROL,964.6509137785001,22.728869497986523,0
REGN,ROP,42376.94724551478,27.111220770203445,0
REGN,ROST,11853.456177694687,33.12167343111844,0
REGN,RCL,inf,304.534316882633,0
REGN,SPGI,inf,18.239562651907985,0
REGN,CRM,215896.84417751333,61.36185327744222,0
REGN,SBAC,35.77657630537542,1.4486640326210332,0
REGN,SLB,10232.619736962191,69.39911222167271,0
REGN,STX,1576.1995242732855,30.915745996009125,0
REGN,SEE,44111.52723063715,68.67889256085574,0
REGN,SRE,171.8191096206179,3.8840844005820454,0
REGN,NOW,698060.724394495,115.22920426425426,0
REGN,SHW,232.90015788438953,39.58733031778959,0
REGN,SBNY,13710.965532343524,197.6663156328856,0
REGN,SPG,185985.22841952532,133.22763104991,0
REGN,SWKS,40461129.14115688,121.25181153505146,0
REGN,SJM,168.90698658275284,4.893354170151786,0
REGN,SNA,118063517.07794352,91.69049970308821,0
REGN,SEDG,inf,692.4315831870591,0
REGN,SO,267.8658507841888,6.086644074302225,0
REGN,LUV,2569.4120719217053,99.62728635750047,0
REGN,SWK,40764.638376130584,99.20964728771249,0
REGN,SBUX,3427.7033592460375,27.849002405765997,0
REGN,STT,3429.5273370170457,24.98349351047685,0
REGN,STE,2094.880246110182,17.446213263401738,1
REGN,SYK,7594.705494603051,23.547099546986647,1
REGN,SIVB,184416.0816895842,413.86578327586426,0
REGN,SYF,1880617.8941614598,264.3685887701123,0
REGN,SNPS,1282362.1699529828,79.2690360413835,0
REGN,SYY,4521.102529964418,45.56509171441775,0
REGN,TMUS,14647.067010656885,36.372960881063406,0
REGN,TROW,255428.96451103024,67.06434691290394,0
REGN,TTWO,12064.88387883711,44.03019539824358,0
REGN,TPR,32262.4404779527,415.3675582081694,0
REGN,TGT,100112.28649981905,93.6129544385246,0
REGN,TEL,inf,122.78649382642526,0
REGN,TDY,2544.534860101605,17.438530073768963,0
REGN,TFX,3109.0066924877992,12.199110144053641,1
REGN,TER,14598.462541435298,140.52000903531453,0
REGN,TSLA,216.21324524931643,69.83716437996026,0
REGN,TXN,37677.079004999,53.745103102111344,0
REGN,TXT,8219.210171505621,130.07951138413753,0
REGN,TMO,14741.834940845336,37.72801996029495,1
REGN,TJX,10823.908776922324,36.887399515978245,0
REGN,TSCO,5546289.846485229,86.21227018666197,0
REGN,TT,28467.873780173315,129.12604680805183,0
REGN,TDG,inf,159.04541861450022,0
REGN,TRV,2126.774242388779,34.66766639259843,0
REGN,TRMB,1962167.9072549825,219.8824595773141,0
REGN,TFC,7677.879693796065,56.93069257456859,0
REGN,TWTR,227992.6681711714,186.80608474938794,0
REGN,TYL,48218.43230808935,27.752455855342816,0
REGN,TSN,813.1669880809808,10.471945992268358,0
REGN,USB,2940.7274804676435,45.08578489289726,0
REGN,UDR,242.5159395322118,9.309025216856003,0
REGN,ULTA,3771.5408671895134,38.94162975249861,0
REGN,UAA,4505.143210054299,173.72074785789678,0
REGN,UA,3847.6410211996026,143.9919901285487,0
REGN,UNP,inf,39.41040589577536,0
REGN,UAL,2538.815992779449,130.89193295884863,0
REGN,UNH,inf,17.99802112324932,1
REGN,UPS,17431.679623878492,103.77861838447993,0
REGN,URI,inf,439.0523083867994,0
REGN,UHS,2364.2009035123424,28.63042868599581,1
REGN,VLO,407.659028093406,27.207916056075618,0
REGN,VTR,81176.65895654412,124.52819722410294,0
REGN,VRSN,80.92306504380235,2.4844002656473707,0
REGN,VRSK,23803.41573532722,17.742989731221684,0
